rollout_id,pair_id,state_type,checkpoint_t,rollout_k,target_transition_success,generated_token_count
pair_pair_math500_202_control_ckpt_000_r_04,pair_math500_202,control,0,4,0,482
pair_pair_math500_202_control_ckpt_000_r_05,pair_math500_202,control,0,5,0,499
pair_pair_math500_202_control_ckpt_000_r_06,pair_math500_202,control,0,6,0,512
pair_pair_math500_202_control_ckpt_000_r_07,pair_math500_202,control,0,7,1,469
pair_pair_math500_202_control_ckpt_000_r_08,pair_math500_202,control,0,8,0,512
pair_pair_math500_202_control_ckpt_000_r_09,pair_math500_202,control,0,9,1,512
pair_pair_math500_202_control_ckpt_000_r_10,pair_math500_202,control,0,10,1,427
pair_pair_math500_202_control_ckpt_000_r_11,pair_math500_202,control,0,11,0,512
pair_pair_math500_202_control_ckpt_000_r_12,pair_math500_202,control,0,12,0,512
pair_pair_math500_202_control_ckpt_000_r_13,pair_math500_202,control,0,13,0,512
pair_pair_math500_202_control_ckpt_000_r_14,pair_math500_202,control,0,14,1,512
pair_pair_math500_202_control_ckpt_000_r_15,pair_math500_202,control,0,15,0,470
pair_pair_math500_202_control_ckpt_000_r_16,pair_math500_202,control,0,16,0,512
pair_pair_math500_202_control_ckpt_256_r_01,pair_math500_202,control,256,1,0,497
pair_pair_math500_202_control_ckpt_256_r_02,pair_math500_202,control,256,2,1,512
pair_pair_math500_202_control_ckpt_256_r_03,pair_math500_202,control,256,3,1,458
pair_pair_math500_202_control_ckpt_256_r_04,pair_math500_202,control,256,4,1,445
pair_pair_math500_202_control_ckpt_256_r_05,pair_math500_202,control,256,5,1,505
pair_pair_math500_202_control_ckpt_256_r_06,pair_math500_202,control,256,6,0,465
pair_pair_math500_202_control_ckpt_256_r_07,pair_math500_202,control,256,7,1,487
pair_pair_math500_202_control_ckpt_256_r_08,pair_math500_202,control,256,8,0,489
pair_pair_math500_202_control_ckpt_256_r_09,pair_math500_202,control,256,9,0,455
pair_pair_math500_202_control_ckpt_256_r_10,pair_math500_202,control,256,10,1,501
pair_pair_math500_202_control_ckpt_256_r_11,pair_math500_202,control,256,11,0,503
pair_pair_math500_202_control_ckpt_256_r_12,pair_math500_202,control,256,12,0,512
pair_pair_math500_202_control_ckpt_256_r_13,pair_math500_202,control,256,13,0,422
pair_pair_math500_202_control_ckpt_256_r_14,pair_math500_202,control,256,14,1,512
pair_pair_math500_202_control_ckpt_256_r_15,pair_math500_202,control,256,15,0,470
pair_pair_math500_202_control_ckpt_256_r_16,pair_math500_202,control,256,16,1,444
pair_pair_math500_202_recovery_ckpt_000_r_01,pair_math500_202,recovery,0,1,0,512
pair_pair_math500_202_recovery_ckpt_000_r_02,pair_math500_202,recovery,0,2,0,496
pair_pair_math500_202_recovery_ckpt_000_r_03,pair_math500_202,recovery,0,3,0,445
pair_pair_math500_202_recovery_ckpt_000_r_04,pair_math500_202,recovery,0,4,0,438
pair_pair_math500_202_recovery_ckpt_000_r_05,pair_math500_202,recovery,0,5,0,512
pair_pair_math500_202_recovery_ckpt_000_r_06,pair_math500_202,recovery,0,6,1,434
pair_pair_math500_202_recovery_ckpt_000_r_07,pair_math500_202,recovery,0,7,1,476
pair_pair_math500_202_recovery_ckpt_000_r_08,pair_math500_202,recovery,0,8,1,473
pair_pair_math500_202_recovery_ckpt_000_r_09,pair_math500_202,recovery,0,9,0,466
pair_pair_math500_202_recovery_ckpt_000_r_10,pair_math500_202,recovery,0,10,1,481
pair_pair_math500_202_recovery_ckpt_000_r_11,pair_math500_202,recovery,0,11,0,490
pair_pair_math500_202_recovery_ckpt_000_r_12,pair_math500_202,recovery,0,12,1,421
pair_pair_math500_202_recovery_ckpt_000_r_13,pair_math500_202,recovery,0,13,0,470
pair_pair_math500_202_recovery_ckpt_000_r_14,pair_math500_202,recovery,0,14,0,470
pair_pair_math500_202_recovery_ckpt_000_r_15,pair_math500_202,recovery,0,15,0,510
pair_pair_math500_202_recovery_ckpt_000_r_16,pair_math500_202,recovery,0,16,0,512
pair_pair_math500_202_recovery_ckpt_256_r_01,pair_math500_202,recovery,256,1,1,479
pair_pair_math500_202_recovery_ckpt_256_r_02,pair_math500_202,recovery,256,2,0,501
pair_pair_math500_202_recovery_ckpt_256_r_03,pair_math500_202,recovery,256,3,1,505
pair_pair_math500_202_recovery_ckpt_256_r_04,pair_math500_202,recovery,256,4,1,512
pair_pair_math500_202_recovery_ckpt_256_r_05,pair_math500_202,recovery,256,5,1,472
pair_pair_math500_202_recovery_ckpt_256_r_06,pair_math500_202,recovery,256,6,0,473
pair_pair_math500_202_recovery_ckpt_256_r_07,pair_math500_202,recovery,256,7,1,461
pair_pair_math500_202_recovery_ckpt_256_r_08,pair_math500_202,recovery,256,8,1,463
pair_pair_math500_202_recovery_ckpt_256_r_09,pair_math500_202,recovery,256,9,1,471
pair_pair_math500_202_recovery_ckpt_256_r_10,pair_math500_202,recovery,256,10,1,462
pair_pair_math500_202_recovery_ckpt_256_r_11,pair_math500_202,recovery,256,11,1,501
pair_pair_math500_202_recovery_ckpt_256_r_12,pair_math500_202,recovery,256,12,0,469
pair_pair_math500_202_recovery_ckpt_256_r_13,pair_math500_202,recovery,256,13,1,502
pair_pair_math500_202_recovery_ckpt_256_r_14,pair_math500_202,recovery,256,14,1,415
pair_pair_math500_202_recovery_ckpt_256_r_15,pair_math500_202,recovery,256,15,0,486
pair_pair_math500_202_recovery_ckpt_256_r_16,pair_math500_202,recovery,256,16,0,457
pair_pair_math500_203_control_ckpt_000_r_01,pair_math500_203,control,0,1,0,512
pair_pair_math500_203_control_ckpt_000_r_02,pair_math500_203,control,0,2,1,485
pair_pair_math500_203_control_ckpt_000_r_03,pair_math500_203,control,0,3,0,507
pair_pair_math500_203_control_ckpt_000_r_04,pair_math500_203,control,0,4,0,512
pair_pair_math500_203_control_ckpt_000_r_05,pair_math500_203,control,0,5,1,506
pair_pair_math500_203_control_ckpt_000_r_06,pair_math500_203,control,0,6,1,512
pair_pair_math500_203_control_ckpt_000_r_07,pair_math500_203,control,0,7,0,512
pair_pair_math500_203_control_ckpt_000_r_08,pair_math500_203,control,0,8,0,476
pair_pair_math500_203_control_ckpt_000_r_09,pair_math500_203,control,0,9,1,477
pair_pair_math500_203_control_ckpt_000_r_10,pair_math500_203,control,0,10,0,512
pair_pair_math500_203_control_ckpt_000_r_11,pair_math500_203,control,0,11,1,512
pair_pair_math500_203_control_ckpt_000_r_12,pair_math500_203,control,0,12,0,500
pair_pair_math500_203_control_ckpt_000_r_13,pair_math500_203,control,0,13,0,508
pair_pair_math500_203_control_ckpt_000_r_14,pair_math500_203,control,0,14,0,499
pair_pair_math500_203_control_ckpt_000_r_15,pair_math500_203,control,0,15,0,497
pair_pair_math500_203_control_ckpt_000_r_16,pair_math500_203,control,0,16,0,512
pair_pair_math500_203_control_ckpt_256_r_01,pair_math500_203,control,256,1,1,510
pair_pair_math500_203_control_ckpt_256_r_02,pair_math500_203,control,256,2,1,483
pair_pair_math500_203_control_ckpt_256_r_03,pair_math500_203,control,256,3,1,507
pair_pair_math500_203_control_ckpt_256_r_04,pair_math500_203,control,256,4,0,512
pair_pair_math500_203_control_ckpt_256_r_05,pair_math500_203,control,256,5,1,512
pair_pair_math500_203_control_ckpt_256_r_06,pair_math500_203,control,256,6,1,462
pair_pair_math500_203_control_ckpt_256_r_07,pair_math500_203,control,256,7,1,483
pair_pair_math500_203_control_ckpt_256_r_08,pair_math500_203,control,256,8,0,512
pair_pair_math500_203_control_ckpt_256_r_09,pair_math500_203,control,256,9,1,502
pair_pair_math500_203_control_ckpt_256_r_10,pair_math500_203,control,256,10,1,489
pair_pair_math500_203_control_ckpt_256_r_11,pair_math500_203,control,256,11,1,506
pair_pair_math500_203_control_ckpt_256_r_12,pair_math500_203,control,256,12,1,503
pair_pair_math500_203_control_ckpt_256_r_13,pair_math500_203,control,256,13,1,512
pair_pair_math500_203_control_ckpt_256_r_14,pair_math500_203,control,256,14,1,506
pair_pair_math500_203_control_ckpt_256_r_15,pair_math500_203,control,256,15,1,512
pair_pair_math500_203_control_ckpt_256_r_16,pair_math500_203,control,256,16,0,492
pair_pair_math500_203_recovery_ckpt_000_r_01,pair_math500_203,recovery,0,1,1,432
pair_pair_math500_203_recovery_ckpt_000_r_02,pair_math500_203,recovery,0,2,0,512
pair_pair_math500_203_recovery_ckpt_000_r_03,pair_math500_203,recovery,0,3,1,512
pair_pair_math500_203_recovery_ckpt_000_r_04,pair_math500_203,recovery,0,4,1,487
pair_pair_math500_203_recovery_ckpt_000_r_05,pair_math500_203,recovery,0,5,0,512
pair_pair_math500_203_recovery_ckpt_000_r_06,pair_math500_203,recovery,0,6,0,468
pair_pair_math500_203_recovery_ckpt_000_r_07,pair_math500_203,recovery,0,7,0,470
pair_pair_math500_203_recovery_ckpt_000_r_08,pair_math500_203,recovery,0,8,1,421
pair_pair_math500_203_recovery_ckpt_000_r_09,pair_math500_203,recovery,0,9,1,444
pair_pair_math500_203_recovery_ckpt_000_r_10,pair_math500_203,recovery,0,10,0,508
pair_pair_math500_203_recovery_ckpt_000_r_11,pair_math500_203,recovery,0,11,0,474
pair_pair_math500_203_recovery_ckpt_000_r_12,pair_math500_203,recovery,0,12,0,478
pair_pair_math500_203_recovery_ckpt_000_r_13,pair_math500_203,recovery,0,13,0,508
pair_pair_math500_203_recovery_ckpt_000_r_14,pair_math500_203,recovery,0,14,1,479
pair_pair_math500_203_recovery_ckpt_000_r_15,pair_math500_203,recovery,0,15,1,465
pair_pair_math500_203_recovery_ckpt_000_r_16,pair_math500_203,recovery,0,16,1,478
pair_pair_math500_203_recovery_ckpt_256_r_01,pair_math500_203,recovery,256,1,1,450
pair_pair_math500_203_recovery_ckpt_256_r_02,pair_math500_203,recovery,256,2,0,510
pair_pair_math500_203_recovery_ckpt_256_r_03,pair_math500_203,recovery,256,3,1,491
pair_pair_math500_203_recovery_ckpt_256_r_04,pair_math500_203,recovery,256,4,1,445
pair_pair_math500_203_recovery_ckpt_256_r_05,pair_math500_203,recovery,256,5,1,472
pair_pair_math500_203_recovery_ckpt_256_r_06,pair_math500_203,recovery,256,6,1,486
pair_pair_math500_203_recovery_ckpt_256_r_07,pair_math500_203,recovery,256,7,1,512
pair_pair_math500_203_recovery_ckpt_256_r_08,pair_math500_203,recovery,256,8,0,440
pair_pair_math500_203_recovery_ckpt_256_r_09,pair_math500_203,recovery,256,9,0,430
pair_pair_math500_203_recovery_ckpt_256_r_10,pair_math500_203,recovery,256,10,1,512
pair_pair_math500_203_recovery_ckpt_256_r_11,pair_math500_203,recovery,256,11,1,459
pair_pair_math500_203_recovery_ckpt_256_r_12,pair_math500_203,recovery,256,12,1,443
pair_pair_math500_203_recovery_ckpt_256_r_13,pair_math500_203,recovery,256,13,1,481
pair_pair_math500_203_recovery_ckpt_256_r_14,pair_math500_203,recovery,256,14,0,506
pair_pair_math500_203_recovery_ckpt_256_r_15,pair_math500_203,recovery,256,15,1,512
pair_pair_math500_203_recovery_ckpt_256_r_16,pair_math500_203,recovery,256,16,0,457
pair_pair_math500_204_control_ckpt_000_r_01,pair_math500_204,control,0,1,0,486
pair_pair_math500_204_control_ckpt_000_r_02,pair_math500_204,control,0,2,1,512
pair_pair_math500_204_control_ckpt_000_r_03,pair_math500_204,control,0,3,0,503
pair_pair_math500_204_control_ckpt_000_r_04,pair_math500_204,control,0,4,1,512
pair_pair_math500_204_control_ckpt_000_r_05,pair_math500_204,control,0,5,0,488
pair_pair_math500_204_control_ckpt_000_r_06,pair_math500_204,control,0,6,1,512
pair_pair_math500_204_control_ckpt_000_r_07,pair_math500_204,control,0,7,0,486
pair_pair_math500_204_control_ckpt_000_r_08,pair_math500_204,control,0,8,1,512
pair_pair_math500_204_control_ckpt_000_r_09,pair_math500_204,control,0,9,1,480
pair_pair_math500_204_control_ckpt_000_r_10,pair_math500_204,control,0,10,1,505
pair_pair_math500_204_control_ckpt_000_r_11,pair_math500_204,control,0,11,1,512
pair_pair_math500_204_control_ckpt_000_r_12,pair_math500_204,control,0,12,0,473
pair_pair_math500_204_control_ckpt_000_r_13,pair_math500_204,control,0,13,0,467
pair_pair_math500_204_control_ckpt_000_r_14,pair_math500_204,control,0,14,0,500
pair_pair_math500_204_control_ckpt_000_r_15,pair_math500_204,control,0,15,0,512
pair_pair_math500_204_control_ckpt_000_r_16,pair_math500_204,control,0,16,0,462
pair_pair_math500_204_control_ckpt_256_r_01,pair_math500_204,control,256,1,1,512
pair_pair_math500_204_control_ckpt_256_r_02,pair_math500_204,control,256,2,1,405
pair_pair_math500_204_control_ckpt_256_r_03,pair_math500_204,control,256,3,0,512
pair_pair_math500_204_control_ckpt_256_r_04,pair_math500_204,control,256,4,1,443
pair_pair_math500_204_control_ckpt_256_r_05,pair_math500_204,control,256,5,1,511
pair_pair_math500_204_control_ckpt_256_r_06,pair_math500_204,control,256,6,1,435
pair_pair_math500_204_control_ckpt_256_r_07,pair_math500_204,control,256,7,1,512
pair_pair_math500_204_control_ckpt_256_r_08,pair_math500_204,control,256,8,1,512
pair_pair_math500_204_control_ckpt_256_r_09,pair_math500_204,control,256,9,1,512
pair_pair_math500_204_control_ckpt_256_r_10,pair_math500_204,control,256,10,1,448
pair_pair_math500_204_control_ckpt_256_r_11,pair_math500_204,control,256,11,0,458
pair_pair_math500_204_control_ckpt_256_r_12,pair_math500_204,control,256,12,1,512
pair_pair_math500_204_control_ckpt_256_r_13,pair_math500_204,control,256,13,1,449
pair_pair_math500_204_control_ckpt_256_r_14,pair_math500_204,control,256,14,1,512
pair_pair_math500_204_control_ckpt_256_r_15,pair_math500_204,control,256,15,1,512
pair_pair_math500_204_control_ckpt_256_r_16,pair_math500_204,control,256,16,1,421
pair_pair_math500_204_recovery_ckpt_000_r_01,pair_math500_204,recovery,0,1,0,460
pair_pair_math500_204_recovery_ckpt_000_r_02,pair_math500_204,recovery,0,2,0,512
pair_pair_math500_204_recovery_ckpt_000_r_03,pair_math500_204,recovery,0,3,0,426
pair_pair_math500_204_recovery_ckpt_000_r_04,pair_math500_204,recovery,0,4,0,512
pair_pair_math500_204_recovery_ckpt_000_r_05,pair_math500_204,recovery,0,5,0,477
pair_pair_math500_204_recovery_ckpt_000_r_06,pair_math500_204,recovery,0,6,0,467
pair_pair_math500_204_recovery_ckpt_000_r_07,pair_math500_204,recovery,0,7,0,450
pair_pair_math500_204_recovery_ckpt_000_r_08,pair_math500_204,recovery,0,8,1,468
pair_pair_math500_204_recovery_ckpt_000_r_09,pair_math500_204,recovery,0,9,1,512
pair_pair_math500_204_recovery_ckpt_000_r_10,pair_math500_204,recovery,0,10,0,470
pair_pair_math500_204_recovery_ckpt_000_r_11,pair_math500_204,recovery,0,11,0,463
pair_pair_math500_204_recovery_ckpt_000_r_12,pair_math500_204,recovery,0,12,1,456
pair_pair_math500_204_recovery_ckpt_000_r_13,pair_math500_204,recovery,0,13,0,512
pair_pair_math500_204_recovery_ckpt_000_r_14,pair_math500_204,recovery,0,14,1,512
pair_pair_math500_204_recovery_ckpt_000_r_15,pair_math500_204,recovery,0,15,0,474
pair_pair_math500_204_recovery_ckpt_000_r_16,pair_math500_204,recovery,0,16,1,507
pair_pair_math500_204_recovery_ckpt_256_r_01,pair_math500_204,recovery,256,1,1,512
pair_pair_math500_204_recovery_ckpt_256_r_02,pair_math500_204,recovery,256,2,1,512
pair_pair_math500_204_recovery_ckpt_256_r_03,pair_math500_204,recovery,256,3,1,500
pair_pair_math500_204_recovery_ckpt_256_r_04,pair_math500_204,recovery,256,4,1,463
pair_pair_math500_204_recovery_ckpt_256_r_05,pair_math500_204,recovery,256,5,1,512
pair_pair_math500_204_recovery_ckpt_256_r_06,pair_math500_204,recovery,256,6,1,470
pair_pair_math500_204_recovery_ckpt_256_r_07,pair_math500_204,recovery,256,7,0,481
pair_pair_math500_204_recovery_ckpt_256_r_08,pair_math500_204,recovery,256,8,1,488
pair_pair_math500_204_recovery_ckpt_256_r_09,pair_math500_204,recovery,256,9,0,464
pair_pair_math500_204_recovery_ckpt_256_r_10,pair_math500_204,recovery,256,10,0,491
pair_pair_math500_204_recovery_ckpt_256_r_11,pair_math500_204,recovery,256,11,1,490
pair_pair_math500_204_recovery_ckpt_256_r_12,pair_math500_204,recovery,256,12,1,512
pair_pair_math500_204_recovery_ckpt_256_r_13,pair_math500_204,recovery,256,13,1,512
pair_pair_math500_204_recovery_ckpt_256_r_14,pair_math500_204,recovery,256,14,1,473
pair_pair_math500_204_recovery_ckpt_256_r_15,pair_math500_204,recovery,256,15,1,512
pair_pair_math500_204_recovery_ckpt_256_r_16,pair_math500_204,recovery,256,16,1,480
pair_pair_math500_205_control_ckpt_000_r_01,pair_math500_205,control,0,1,0,512
pair_pair_math500_205_control_ckpt_000_r_02,pair_math500_205,control,0,2,0,512
pair_pair_math500_205_control_ckpt_000_r_03,pair_math500_205,control,0,3,1,463
pair_pair_math500_205_control_ckpt_000_r_04,pair_math500_205,control,0,4,1,512
pair_pair_math500_205_control_ckpt_000_r_05,pair_math500_205,control,0,5,0,512
pair_pair_math500_205_control_ckpt_000_r_06,pair_math500_205,control,0,6,0,455
pair_pair_math500_205_control_ckpt_000_r_07,pair_math500_205,control,0,7,0,455
pair_pair_math500_205_control_ckpt_000_r_08,pair_math500_205,control,0,8,1,512
pair_pair_math500_205_control_ckpt_000_r_09,pair_math500_205,control,0,9,0,428
pair_pair_math500_205_control_ckpt_000_r_10,pair_math500_205,control,0,10,0,498
pair_pair_math500_205_control_ckpt_000_r_11,pair_math500_205,control,0,11,0,512
pair_pair_math500_205_control_ckpt_000_r_12,pair_math500_205,control,0,12,1,485
pair_pair_math500_205_control_ckpt_000_r_13,pair_math500_205,control,0,13,0,458
pair_pair_math500_205_control_ckpt_000_r_14,pair_math500_205,control,0,14,0,512
pair_pair_math500_205_control_ckpt_000_r_15,pair_math500_205,control,0,15,0,512
pair_pair_math500_205_control_ckpt_000_r_16,pair_math500_205,control,0,16,1,512
pair_pair_math500_205_control_ckpt_256_r_01,pair_math500_205,control,256,1,0,512
pair_pair_math500_205_control_ckpt_256_r_02,pair_math500_205,control,256,2,0,512
pair_pair_math500_205_control_ckpt_256_r_03,pair_math500_205,control,256,3,1,512
pair_pair_math500_205_control_ckpt_256_r_04,pair_math500_205,control,256,4,1,512
pair_pair_math500_205_control_ckpt_256_r_05,pair_math500_205,control,256,5,1,512
pair_pair_math500_205_control_ckpt_256_r_06,pair_math500_205,control,256,6,1,500
pair_pair_math500_205_control_ckpt_256_r_07,pair_math500_205,control,256,7,1,512
pair_pair_math500_205_control_ckpt_256_r_08,pair_math500_205,control,256,8,1,512
pair_pair_math500_205_control_ckpt_256_r_09,pair_math500_205,control,256,9,0,496
pair_pair_math500_205_control_ckpt_256_r_10,pair_math500_205,control,256,10,1,512
pair_pair_math500_205_control_ckpt_256_r_11,pair_math500_205,control,256,11,1,512
pair_pair_math500_205_control_ckpt_256_r_12,pair_math500_205,control,256,12,1,512
pair_pair_math500_205_control_ckpt_256_r_13,pair_math500_205,control,256,13,1,512
pair_pair_math500_205_control_ckpt_256_r_14,pair_math500_205,control,256,14,1,443
pair_pair_math500_205_control_ckpt_256_r_15,pair_math500_205,control,256,15,1,503
pair_pair_math500_205_control_ckpt_256_r_16,pair_math500_205,control,256,16,1,495
pair_pair_math500_205_recovery_ckpt_000_r_01,pair_math500_205,recovery,0,1,1,512
pair_pair_math500_205_recovery_ckpt_000_r_02,pair_math500_205,recovery,0,2,0,381
pair_pair_math500_205_recovery_ckpt_000_r_03,pair_math500_205,recovery,0,3,0,498
pair_pair_math500_205_recovery_ckpt_000_r_04,pair_math500_205,recovery,0,4,1,500
pair_pair_math500_205_recovery_ckpt_000_r_05,pair_math500_205,recovery,0,5,1,512
pair_pair_math500_205_recovery_ckpt_000_r_06,pair_math500_205,recovery,0,6,1,444
pair_pair_math500_205_recovery_ckpt_000_r_07,pair_math500_205,recovery,0,7,0,496
pair_pair_math500_205_recovery_ckpt_000_r_08,pair_math500_205,recovery,0,8,1,444
pair_pair_math500_205_recovery_ckpt_000_r_09,pair_math500_205,recovery,0,9,1,433
pair_pair_math500_205_recovery_ckpt_000_r_10,pair_math500_205,recovery,0,10,0,512
pair_pair_math500_205_recovery_ckpt_000_r_11,pair_math500_205,recovery,0,11,1,471
pair_pair_math500_205_recovery_ckpt_000_r_12,pair_math500_205,recovery,0,12,0,512
pair_pair_math500_205_recovery_ckpt_000_r_13,pair_math500_205,recovery,0,13,0,440
pair_pair_math500_205_recovery_ckpt_000_r_14,pair_math500_205,recovery,0,14,1,449
pair_pair_math500_205_recovery_ckpt_000_r_15,pair_math500_205,recovery,0,15,0,512
pair_pair_math500_205_recovery_ckpt_000_r_16,pair_math500_205,recovery,0,16,0,434
pair_pair_math500_205_recovery_ckpt_256_r_01,pair_math500_205,recovery,256,1,1,482
pair_pair_math500_205_recovery_ckpt_256_r_02,pair_math500_205,recovery,256,2,1,486
pair_pair_math500_205_recovery_ckpt_256_r_03,pair_math500_205,recovery,256,3,0,512
pair_pair_math500_205_recovery_ckpt_256_r_04,pair_math500_205,recovery,256,4,1,453
pair_pair_math500_205_recovery_ckpt_256_r_05,pair_math500_205,recovery,256,5,1,512
pair_pair_math500_205_recovery_ckpt_256_r_06,pair_math500_205,recovery,256,6,1,512
pair_pair_math500_205_recovery_ckpt_256_r_07,pair_math500_205,recovery,256,7,0,512
pair_pair_math500_205_recovery_ckpt_256_r_08,pair_math500_205,recovery,256,8,0,490
pair_pair_math500_205_recovery_ckpt_256_r_09,pair_math500_205,recovery,256,9,1,481
pair_pair_math500_205_recovery_ckpt_256_r_10,pair_math500_205,recovery,256,10,1,465
pair_pair_math500_205_recovery_ckpt_256_r_11,pair_math500_205,recovery,256,11,1,502
pair_pair_math500_205_recovery_ckpt_256_r_12,pair_math500_205,recovery,256,12,0,507
pair_pair_math500_205_recovery_ckpt_256_r_13,pair_math500_205,recovery,256,13,1,512
pair_pair_math500_205_recovery_ckpt_256_r_14,pair_math500_205,recovery,256,14,1,512
pair_pair_math500_205_recovery_ckpt_256_r_15,pair_math500_205,recovery,256,15,1,423
pair_pair_math500_205_recovery_ckpt_256_r_16,pair_math500_205,recovery,256,16,1,461
pair_pair_math500_206_control_ckpt_000_r_01,pair_math500_206,control,0,1,0,452
pair_pair_math500_206_control_ckpt_000_r_02,pair_math500_206,control,0,2,1,443
pair_pair_math500_206_control_ckpt_000_r_03,pair_math500_206,control,0,3,0,486
pair_pair_math500_206_control_ckpt_000_r_04,pair_math500_206,control,0,4,0,503
pair_pair_math500_206_control_ckpt_000_r_05,pair_math500_206,control,0,5,1,446
pair_pair_math500_206_control_ckpt_000_r_06,pair_math500_206,control,0,6,0,433
pair_pair_math500_206_control_ckpt_000_r_07,pair_math500_206,control,0,7,0,512
pair_pair_math500_206_control_ckpt_000_r_08,pair_math500_206,control,0,8,0,512
pair_pair_math500_206_control_ckpt_000_r_09,pair_math500_206,control,0,9,1,511
pair_pair_math500_206_control_ckpt_000_r_10,pair_math500_206,control,0,10,0,468
pair_pair_math500_206_control_ckpt_000_r_11,pair_math500_206,control,0,11,0,512
pair_pair_math500_206_control_ckpt_000_r_12,pair_math500_206,control,0,12,0,455
pair_pair_math500_206_control_ckpt_000_r_13,pair_math500_206,control,0,13,0,512
pair_pair_math500_206_control_ckpt_000_r_14,pair_math500_206,control,0,14,0,449
pair_pair_math500_206_control_ckpt_000_r_15,pair_math500_206,control,0,15,0,488
pair_pair_math500_206_control_ckpt_000_r_16,pair_math500_206,control,0,16,1,506
pair_pair_math500_206_control_ckpt_256_r_01,pair_math500_206,control,256,1,0,463
pair_pair_math500_206_control_ckpt_256_r_02,pair_math500_206,control,256,2,0,512
pair_pair_math500_206_control_ckpt_256_r_03,pair_math500_206,control,256,3,1,502
pair_pair_math500_206_control_ckpt_256_r_04,pair_math500_206,control,256,4,1,486
pair_pair_math500_206_control_ckpt_256_r_05,pair_math500_206,control,256,5,1,500
pair_pair_math500_206_control_ckpt_256_r_06,pair_math500_206,control,256,6,0,492
pair_pair_math500_206_control_ckpt_256_r_07,pair_math500_206,control,256,7,0,504
pair_pair_math500_206_control_ckpt_256_r_08,pair_math500_206,control,256,8,0,439
pair_pair_math500_206_control_ckpt_256_r_09,pair_math500_206,control,256,9,1,455
pair_pair_math500_206_control_ckpt_256_r_10,pair_math500_206,control,256,10,0,512
pair_pair_math500_206_control_ckpt_256_r_11,pair_math500_206,control,256,11,0,480
pair_pair_math500_206_control_ckpt_256_r_12,pair_math500_206,control,256,12,0,512
pair_pair_math500_206_control_ckpt_256_r_13,pair_math500_206,control,256,13,1,480
pair_pair_math500_206_control_ckpt_256_r_14,pair_math500_206,control,256,14,1,489
pair_pair_math500_206_control_ckpt_256_r_15,pair_math500_206,control,256,15,1,508
pair_pair_math500_206_control_ckpt_256_r_16,pair_math500_206,control,256,16,1,499
pair_pair_math500_206_recovery_ckpt_000_r_01,pair_math500_206,recovery,0,1,1,509
pair_pair_math500_206_recovery_ckpt_000_r_02,pair_math500_206,recovery,0,2,1,485
pair_pair_math500_206_recovery_ckpt_000_r_03,pair_math500_206,recovery,0,3,0,455
pair_pair_math500_206_recovery_ckpt_000_r_04,pair_math500_206,recovery,0,4,1,456
pair_pair_math500_206_recovery_ckpt_000_r_05,pair_math500_206,recovery,0,5,0,436
pair_pair_math500_206_recovery_ckpt_000_r_06,pair_math500_206,recovery,0,6,0,461
pair_pair_math500_206_recovery_ckpt_000_r_07,pair_math500_206,recovery,0,7,0,471
pair_pair_math500_206_recovery_ckpt_000_r_08,pair_math500_206,recovery,0,8,0,457
pair_pair_math500_206_recovery_ckpt_000_r_09,pair_math500_206,recovery,0,9,0,503
pair_pair_math500_206_recovery_ckpt_000_r_10,pair_math500_206,recovery,0,10,0,465
pair_pair_math500_206_recovery_ckpt_000_r_11,pair_math500_206,recovery,0,11,1,449
pair_pair_math500_206_recovery_ckpt_000_r_12,pair_math500_206,recovery,0,12,1,506
pair_pair_math500_206_recovery_ckpt_000_r_13,pair_math500_206,recovery,0,13,1,474
pair_pair_math500_206_recovery_ckpt_000_r_14,pair_math500_206,recovery,0,14,0,484
pair_pair_math500_206_recovery_ckpt_000_r_15,pair_math500_206,recovery,0,15,0,512
pair_pair_math500_206_recovery_ckpt_000_r_16,pair_math500_206,recovery,0,16,1,496
pair_pair_math500_206_recovery_ckpt_256_r_01,pair_math500_206,recovery,256,1,0,449
pair_pair_math500_206_recovery_ckpt_256_r_02,pair_math500_206,recovery,256,2,1,473
pair_pair_math500_206_recovery_ckpt_256_r_03,pair_math500_206,recovery,256,3,1,453
pair_pair_math500_206_recovery_ckpt_256_r_04,pair_math500_206,recovery,256,4,0,462
pair_pair_math500_206_recovery_ckpt_256_r_05,pair_math500_206,recovery,256,5,1,512
pair_pair_math500_206_recovery_ckpt_256_r_06,pair_math500_206,recovery,256,6,1,468
pair_pair_math500_206_recovery_ckpt_256_r_07,pair_math500_206,recovery,256,7,1,477
pair_pair_math500_206_recovery_ckpt_256_r_08,pair_math500_206,recovery,256,8,1,512
pair_pair_math500_206_recovery_ckpt_256_r_09,pair_math500_206,recovery,256,9,0,461
pair_pair_math500_206_recovery_ckpt_256_r_10,pair_math500_206,recovery,256,10,0,508
pair_pair_math500_206_recovery_ckpt_256_r_11,pair_math500_206,recovery,256,11,1,503
pair_pair_math500_206_recovery_ckpt_256_r_12,pair_math500_206,recovery,256,12,1,434
pair_pair_math500_206_recovery_ckpt_256_r_13,pair_math500_206,recovery,256,13,1,512
pair_pair_math500_206_recovery_ckpt_256_r_14,pair_math500_206,recovery,256,14,1,488
pair_pair_math500_206_recovery_ckpt_256_r_15,pair_math500_206,recovery,256,15,0,496
pair_pair_math500_206_recovery_ckpt_256_r_16,pair_math500_206,recovery,256,16,0,512
